Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
Brandon Lyon,- - -,465,2,0,1,1,0,50.00%,0.00%,1,1,1,1,2,0.989,,544,0,1.1,0.2,0.1,1312
Josh A. Smith,- - -,103,21,0,1,0,0,0.00%,38.10%,0.15,0.333,0.2,0.2,0.35,0.23,,38,0,-1.6,2.2,0.1,10946
Walker Buehler,LAD,104,195,1,11,6,0,5.60%,50.80%,0.029,0.254,0.111,0.165,0.14,0.143,,-15,-0.1,-28.8,23.7,0.1,19374
Daniel Camarena,SDP,6,3,1,1,4,0,0.00%,66.70%,1,0,0.333,0.333,1.333,0.669,,329,0,0.9,0.4,0.1,14467
Shawn Estes,SDP,12,16,0,1,0,0,6.30%,18.80%,0.1,0.286,0.2,0.273,0.3,0.26,,55,0,-0.9,1.7,0.1,873
Kerry Wood,- - -,261,8,0,0,2,0,0.00%,25.00%,0.125,0.5,0.375,0.375,0.5,0.378,,129,0,0.3,0.8,0.1,304
Vicente Padilla,- - -,192,60,0,6,4,0,3.30%,36.70%,0.022,0.333,0.174,0.224,0.196,0.197,,11,0,-6.9,6.2,0.1,964
Drew Hutchison,- - -,111,13,0,0,0,0,7.70%,38.50%,0,0.429,0.25,0.308,0.25,0.258,,66,0,-0.7,1.5,0.1,10732
Jeremy Sowers,CLE,72,7,0,1,0,0,28.60%,14.30%,0,0.333,0.25,0.5,0.25,0.386,,140,0,0.3,0.8,0.1,9083
Spencer Howard,- - -,25,7,0,0,0,0,0.00%,42.90%,0.167,0.667,0.333,0.333,0.5,0.353,,119,0,0.2,0.8,0.1,23252
Donn Roach,- - -,21,5,0,0,1,0,0.00%,20.00%,0.2,0.5,0.4,0.4,0.6,0.433,,183,0,0.5,0.5,0.1,10620
Gregory Soto,DET,122,2,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.87,,470,0,0.9,0.2,0.1,19677
Will Smith,- - -,448,2,0,0,2,0,0.00%,0.00%,0,1,1,1,1,0.87,,459,0,0.9,0.2,0.1,8048
Garrett Cleavinger,- - -,23,3,0,0,0,0,0.00%,33.30%,0.5,1,0.5,0.5,1,0.621,,297,0,0.8,0.4,0.1,17897
Walter Silva,SDP,6,8,0,2,0,0,0.00%,37.50%,0,0.6,0.375,0.375,0.375,0.336,,111,0,0.1,0.9,0.1,5157
Evan Meek,- - -,179,2,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.895,,482,0,0.9,0.2,0.1,5109
Brett Oberholtzer,- - -,82,10,0,0,0,0,10.00%,20.00%,0,0.2,0.143,0.25,0.143,0.196,,85,0,-0.3,1.1,0.1,3855
Dan Jennings,- - -,390,4,0,1,0,0,0.00%,25.00%,0.25,0.667,0.5,0.5,0.75,0.532,,244,0,0.7,0.4,0.1,8073
Elizardo Ramirez,- - -,26,34,0,4,3,1,2.90%,26.50%,0.032,0.273,0.194,0.219,0.226,0.2,,8,0.2,-3.9,4,0.1,1946
Cole Irvin,- - -,51,15,0,1,1,0,13.30%,26.70%,0,0.286,0.182,0.308,0.182,0.241,,41,0,-1.1,1.8,0.1,19244
Sugar Marimon,ATL,16,7,0,0,0,0,14.30%,42.90%,0,0.667,0.333,0.429,0.333,0.35,,122,0,0.2,0.7,0.1,6027
Aaron Sele,- - -,62,39,0,2,0,0,5.10%,20.50%,0.033,0.227,0.167,0.219,0.2,0.194,,9,0,-4.7,4.6,0.1,34
Zac Gallen,- - -,50,66,0,4,4,0,1.50%,39.40%,0.039,0.32,0.157,0.173,0.196,0.162,,-6,0,-9.1,8,0.1,19291
Matt Maloney,- - -,32,24,0,1,0,0,4.20%,25.00%,0,0.308,0.211,0.25,0.211,0.214,,31,0,-2.1,2.5,0.1,9920
Carlos Marmol,- - -,521,34,1,3,1,0,0.00%,32.40%,0.129,0.263,0.194,0.194,0.323,0.218,,19,0,-3.8,3.9,0.1,2790
Trent Thornton,TOR,72,3,0,2,0,0,0.00%,0.00%,0,0.667,0.667,0.667,0.667,0.58,,274,0,0.7,0.4,0.1,17948
Ty Taubenheim,- - -,14,5,0,0,1,0,0.00%,40.00%,0.2,0.667,0.4,0.4,0.6,0.43,,162,0,0.4,0.6,0.1,5561
Dennis Santana,- - -,72,6,0,0,2,0,0.00%,50.00%,0.167,0.667,0.333,0.333,0.5,0.353,,127,0,0.2,0.7,0.1,17878
Jose Alvarez,- - -,426,8,0,1,0,0,37.50%,25.00%,0,0,0,0.429,0,0.296,,91,0,-0.1,0.9,0.1,5358
A.J. Cole,- - -,109,30,1,1,1,0,6.70%,33.30%,0.115,0.133,0.115,0.179,0.231,0.185,,17,0,-3.4,3.5,0.1,11467
Justin Masterson,- - -,258,36,0,1,2,0,0.00%,36.10%,0,0.35,0.212,0.212,0.212,0.188,,15,0,-3.9,3.6,0.1,2038
Nate Robertson,- - -,143,45,0,2,2,0,4.40%,26.70%,0.028,0.25,0.167,0.211,0.194,0.188,,11,0,-5,4.6,0.1,1620
Tyler Lyons,- - -,162,49,0,3,1,0,10.20%,32.70%,0,0.2,0.122,0.217,0.122,0.171,,4,0,-5.6,5.1,0.1,11334
Brad Thompson,- - -,162,64,0,3,2,1,3.10%,39.10%,0,0.36,0.18,0.212,0.18,0.182,,1,0.2,-7.9,6.9,0.1,4911
Fernando Nieve,- - -,99,35,0,0,2,0,5.70%,31.40%,0,0.294,0.179,0.233,0.179,0.196,,9,0,-4.2,4,0.1,2173
Caleb Ferguson,LAD,97,7,0,1,0,0,0.00%,42.90%,0.143,0.5,0.286,0.286,0.429,0.299,,87,0,-0.1,0.8,0.1,19349
Randy Rosario,- - -,69,3,0,1,1,0,33.30%,0.00%,0,0.5,0.5,0.667,0.5,0.523,,240,0,0.5,0.4,0.1,14508
Tyler Clippard,- - -,803,18,0,0,0,0,0.00%,33.30%,0.067,0.333,0.2,0.2,0.267,0.203,,44,0,-1.4,1.9,0.1,5640
Johan Oviedo,STL,19,22,0,3,2,0,9.10%,40.90%,0,0.273,0.15,0.227,0.15,0.183,,14,0,-2.4,2.7,0.1,22487
Doug Fister,- - -,247,128,0,6,4,0,2.30%,32.80%,0.029,0.254,0.152,0.176,0.181,0.161,,-4,0,-15.3,12.3,0.1,9425
Dallas Beeler,CHC,5,7,0,0,0,0,0.00%,42.90%,0.143,0.5,0.286,0.286,0.429,0.307,,93,0,0,0.7,0.1,11471
Chin-hui Tsao,LAD,28,1,0,1,0,0,0.00%,0.00%,1,1,1,1,2,1.256,,747,0,0.8,0.1,0.1,1776
Branden Pinder,NYY,26,1,0,0,1,0,0.00%,0.00%,1,1,1,1,2,1.256,,747,0,0.7,0.1,0.1,12093
Brian Stokes,- - -,173,4,0,0,0,0,0.00%,25.00%,0,1,0.667,0.667,0.667,0.597,,181,0,0.4,0.4,0.1,8653
Miles Mikolas,- - -,112,153,2,5,8,0,2.00%,43.10%,0.06,0.224,0.127,0.145,0.187,0.145,,-16,0,-22.6,18.5,0.1,9803
Jackson Stephens,CIN,36,9,0,1,2,0,11.10%,33.30%,0,0.4,0.25,0.333,0.25,0.271,,61,0,-0.4,1.1,0.1,14420
Curt Schilling,BOS,55,4,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.446,,171,0,0.4,0.5,0.1,73
Eric Lauer,- - -,83,122,1,5,5,0,4.10%,43.40%,0.063,0.205,0.104,0.154,0.167,0.145,,-15,0,-17.9,14.8,0.1,19316
Jeurys Familia,- - -,499,5,0,0,1,0,0.00%,40.00%,0,0.667,0.4,0.4,0.4,0.357,,137,0,0.1,0.5,0.1,5114
Esmil Rogers,- - -,221,63,0,4,1,0,0.00%,33.30%,0.057,0.344,0.208,0.208,0.264,0.206,,7,0,-7.1,6.1,0.1,6317
Alex White,- - -,38,47,2,3,5,0,0.00%,38.30%,0.195,0.182,0.146,0.143,0.341,0.2,,3,0,-5.3,4.8,0.1,10054
Lisalverto Bonilla,- - -,15,8,0,0,0,0,12.50%,37.50%,0,0.333,0.167,0.375,0.167,0.287,,70,0,-0.3,1,0.1,11266
Kei Igawa,NYY,16,2,0,0,0,0,50.00%,0.00%,0,0,0,1,0,0.711,,353,0,0.6,0.2,0.1,7794
Hayden Penn,- - -,25,2,0,0,0,0,50.00%,0.00%,0,0,0,1,0,0.707,,350,0,0.6,0.2,0.1,4893
Scott Munter,SFG,39,1,0,1,1,0,0.00%,0.00%,1,1,1,1,2,1.241,,690,0,0.8,0.1,0.1,3470
Sam Gaviglio,- - -,98,8,0,1,0,0,0.00%,37.50%,0.125,0.4,0.25,0.25,0.375,0.265,,65,0,-0.4,1,0.1,12778
Hector Noesi,- - -,119,13,0,0,0,0,0.00%,46.20%,0,0.5,0.25,0.25,0.25,0.22,,41,0,-1,1.4,0.1,3292
Collin Balester,- - -,88,42,0,1,1,0,4.80%,23.80%,0,0.222,0.143,0.226,0.143,0.185,,9,0,-4.8,4.4,0.1,6883
Andrew Cashner,- - -,315,229,1,16,8,2,3.10%,36.70%,0.034,0.261,0.158,0.185,0.192,0.17,,4,0.3,-25.7,19.5,0.1,8782
Ramon Ramirez,- - -,424,7,0,0,0,0,0.00%,42.90%,0,0.667,0.333,0.333,0.333,0.297,,86,0,-0.1,0.8,0.1,7986
Franklin Morales,- - -,305,74,0,4,2,0,5.40%,36.50%,0,0.314,0.177,0.227,0.177,0.191,,-5,-0.1,-9.1,7.7,0.1,5088
Wade Davis,- - -,558,11,0,0,0,0,0.00%,36.40%,0,0.5,0.25,0.25,0.25,0.222,,58,0,-0.6,1.1,0.1,7441
Zach Miner,- - -,173,13,0,1,0,0,0.00%,53.80%,0.077,0.5,0.231,0.231,0.308,0.232,,38,0,-1,1.4,0.1,3193
Jesse Biddle,- - -,99,2,0,0,1,0,0.00%,0.00%,0.5,0.5,0.5,0.5,1,0.624,,300,0,0.5,0.2,0.1,11437
Nathan Karns,- - -,67,11,1,1,1,0,0.00%,36.40%,0.375,0,0.125,0.125,0.5,0.258,,55,0,-0.7,1.1,0.1,12638
Chris Jakubauskas,- - -,70,5,0,0,0,0,0.00%,20.00%,0,0.5,0.4,0.4,0.4,0.356,,129,0,0.1,0.5,0.1,7831
Enny Romero,- - -,137,2,0,1,0,0,0.00%,50.00%,0.5,1,0.5,0.5,1,0.624,,310,0,0.5,0.2,0.1,4001
Mike Maroth,- - -,42,15,0,2,1,1,0.00%,13.30%,0.071,0.25,0.214,0.214,0.286,0.218,,23,0.2,-1.3,1.6,0.1,1508
Albert Suarez,SFG,40,26,0,1,2,0,0.00%,42.30%,0.087,0.333,0.174,0.174,0.261,0.184,,12,0,-2.9,2.8,0.1,6175
Tyler Cloyd,- - -,27,39,0,3,1,0,12.80%,23.10%,0.031,0.13,0.094,0.216,0.125,0.176,,3,0,-4.5,4,0.1,8536
Runelvys Hernandez,- - -,25,6,0,0,1,0,16.70%,33.30%,0,0.5,0.25,0.4,0.25,0.321,,93,0,-0.1,0.6,0.1,1528
Darrell Rasner,NYY,36,3,0,0,0,0,66.70%,33.30%,0,0,0,0.667,0,0.472,,194,0,0.3,0.3,0.1,4770
Daniel Mengden,OAK,60,15,0,2,1,0,6.70%,40.00%,0,0.286,0.154,0.214,0.154,0.175,,28,0,-1.5,1.7,0.1,16980
Heath Fillmyer,KCR,29,5,0,0,1,0,0.00%,60.00%,0.25,1,0.25,0.25,0.5,0.312,,94,0,0,0.6,0.1,17466
Sun-Woo Kim,- - -,8,2,0,0,0,0,0.00%,0.00%,0.5,0.5,0.5,0.5,1,0.62,,291,0,0.5,0.2,0.1,197
Jeff Bennett,- - -,119,18,0,0,1,0,11.10%,27.80%,0.067,0.2,0.133,0.235,0.2,0.21,,30,0,-1.8,1.9,0.1,1903
Adalberto Mendez,FLA,5,10,0,0,0,0,0.00%,10.00%,0,0.333,0.286,0.286,0.286,0.256,,51,0,-0.6,1,0.1,3752
Rookie Davis,- - -,12,9,0,0,0,0,0.00%,55.60%,0.143,0.5,0.143,0.25,0.286,0.244,,47,0,-0.6,1.1,0.1,14962
Shane Youman,PIT,21,22,0,1,1,0,4.50%,36.40%,0,0.364,0.211,0.25,0.211,0.214,,16,0,-2.4,2.4,0.1,3888
Scott Elarton,- - -,37,5,0,1,0,0,0.00%,20.00%,0.25,0.333,0.25,0.25,0.5,0.31,,101,0,0,0.6,0.1,426
Santiago Casilla,- - -,648,5,0,0,1,0,20.00%,20.00%,0,0.333,0.25,0.4,0.25,0.316,,106,0,0,0.5,0.1,2873
Jake Faria,- - -,73,3,0,1,0,0,0.00%,33.30%,0.333,0.5,0.333,0.333,0.667,0.414,,158,0,0.2,0.4,0.1,13699
Jake Buchanan,- - -,29,5,0,1,1,0,20.00%,40.00%,0,0.5,0.25,0.4,0.25,0.314,,95,0,0,0.6,0.1,10962
Brian Flynn,- - -,102,9,0,0,0,0,0.00%,22.20%,0,0.333,0.25,0.25,0.25,0.222,,52,0,-0.6,0.9,0.1,12027
Colin Rea,- - -,38,53,0,5,1,0,5.70%,41.50%,0.023,0.273,0.136,0.191,0.159,0.164,,-2,0,-6.7,5.7,0.1,12317
Pedro Villarreal,CIN,44,9,0,0,2,0,0.00%,44.40%,0.111,0.4,0.222,0.222,0.333,0.239,,47,0,-0.6,0.9,0.1,9904
Dave Williams,- - -,16,25,0,1,0,0,12.00%,40.00%,0,0.25,0.136,0.24,0.136,0.192,,5,0,-3.1,3,0.1,1013
Saul Rivera,- - -,249,12,0,2,0,0,16.70%,16.70%,0,0.143,0.111,0.273,0.111,0.21,,38,0,-1.1,1.3,0.1,2027
Joe Kennedy,- - -,78,3,0,1,2,0,0.00%,0.00%,0.333,0.333,0.333,0.333,0.667,0.418,,159,0,0.2,0.3,0.1,1217
Paolo Espino,- - -,49,37,0,2,0,0,0.00%,40.50%,0,0.333,0.182,0.182,0.182,0.16,,-7,0,-5.1,4.5,0.1,8246
Logan Allen,- - -,26,6,0,1,0,0,0.00%,16.70%,0,0.25,0.2,0.333,0.2,0.265,,65,0,-0.3,0.7,0.1,18555
Chris Schwinden,NYM,7,11,0,1,1,0,9.10%,27.30%,0,0.286,0.2,0.273,0.2,0.224,,38,0,-0.8,1.1,0.1,7851
Brian Schlitter,- - -,84,1,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.892,,494,0,0.4,0.1,0.1,3599
Gus Schlosser,ATL,15,1,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.892,,494,0,0.4,0.1,0.1,12321
Bryan Augenstein,- - -,12,5,0,1,0,0,20.00%,20.00%,0,0.333,0.25,0.4,0.25,0.32,,91,0,-0.1,0.5,0.1,936
Alex McRae,- - -,17,9,0,0,0,0,0.00%,33.30%,0,0.4,0.25,0.25,0.25,0.217,,38,0,-0.7,1.1,0.1,16317
Connor Overton,- - -,9,1,0,1,2,0,0.00%,0.00%,0,1,1,1,1,0.879,,463,0,0.5,0.1,0.1,18376
Justin Dunn,SEA,25,4,0,0,1,0,0.00%,75.00%,0.25,1,0.25,0.25,0.5,0.31,,103,0,0,0.5,0.1,19268
Cody Ege,- - -,18,1,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.878,,476,0,0.5,0.1,0.1,15928
Jose Torres,SDP,66,1,0,1,0,0,0.00%,0.00%,0,1,1,1,1,0.877,,462,0,0.5,0.1,0.1,14957
Keith Hessler,- - -,35,1,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.881,,481,0,0.4,0.1,0.1,12220
Joe Mays,- - -,13,10,0,0,3,0,0.00%,40.00%,0.111,0.4,0.222,0.222,0.333,0.237,,32,0,-0.9,1.2,0.1,740
Jorge Julio,- - -,172,4,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.356,,119,0,0.1,0.4,0.1,148
Travis Hughes,WSN,8,1,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.89,,464,0,0.5,0.1,0.1,2045
Bobby Korecky,- - -,24,1,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.896,,480,0,0.5,0.1,0.1,4608
Jeremy Horst,- - -,72,1,0,0,1,0,0.00%,0.00%,0,1,1,1,1,0.89,,489,0,0.4,0.1,0.1,596
Josh Banks,- - -,30,33,0,4,0,0,12.10%,18.20%,0,0.143,0.111,0.226,0.111,0.178,,5,0,-4,3.5,0.1,5570
Dave Davidson,- - -,3,1,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.895,,476,0,0.5,0.1,0.1,4929
Carl Pavano,- - -,118,18,0,0,0,0,0.00%,38.90%,0,0.333,0.188,0.188,0.188,0.168,,26,0,-1.8,1.8,0.1,790
Tim Harikkala,COL,1,1,0,0,1,0,0.00%,0.00%,0,1,1,1,1,0.896,,453,0,0.5,0.1,0.1,1909
Matt Palmer,- - -,63,12,0,1,0,0,8.30%,41.70%,0,0.4,0.2,0.273,0.2,0.227,,25,0,-1.1,1.3,0.1,4457
Jorge Campillo,- - -,50,51,0,4,2,0,2.00%,31.40%,0.022,0.276,0.178,0.196,0.2,0.179,,-1,0,-6.5,5.4,0.1,8686
James Kaprielian,OAK,26,4,0,1,0,0,0.00%,50.00%,0,1,0.333,0.333,0.333,0.293,,88,0,-0.1,0.5,0.1,18331
Brian Lawrence,NYM,6,12,0,1,3,0,0.00%,33.30%,0,0.375,0.25,0.25,0.25,0.224,,28,0,-1.1,1.3,0.1,1045
Dane Dunning,- - -,34,4,0,0,0,0,0.00%,25.00%,0,0.5,0.333,0.333,0.333,0.293,,85,0,-0.1,0.5,0.1,19409
Roger Clemens,- - -,37,40,0,0,0,0,7.50%,27.50%,0.034,0.167,0.103,0.212,0.138,0.178,,-5,0,-5.5,4.7,0.1,815
Dewon Brazelton,SDP,9,4,0,0,1,0,0.00%,50.00%,0.25,0.5,0.25,0.25,0.5,0.31,,90,0,-0.1,0.5,0.1,1195
Jefry Rodriguez,- - -,38,20,0,2,1,0,0.00%,45.00%,0.056,0.333,0.167,0.167,0.222,0.167,,-2,0,-2.5,2.4,0.1,17018
Walker Lockett,- - -,20,12,0,0,0,0,16.70%,66.70%,0,0.5,0.1,0.25,0.1,0.187,,14,0,-1.3,1.5,0.1,13804
Daniel Corcino,- - -,7,6,0,0,0,0,0.00%,16.70%,0,0.333,0.25,0.25,0.25,0.223,,55,0,-0.3,0.6,0.1,9266
Greg Reynolds,- - -,33,38,0,2,0,0,2.60%,34.20%,0.1,0.294,0.167,0.194,0.267,0.203,,1,0,-4.4,3.8,0.1,5712
Mike Wright Jr.,- - -,123,4,0,0,0,0,0.00%,25.00%,0,0.5,0.333,0.333,0.333,0.294,,113,0,0,0.3,0.1,12586
Jeanmar Gomez,- - -,315,20,0,0,0,0,0.00%,55.00%,0,0.375,0.158,0.158,0.158,0.14,,7,0,-2.2,2,0.1,9033
Aaron Wilkerson,MIL,14,9,1,1,2,0,0.00%,33.30%,0.333,0,0.111,0.111,0.444,0.216,,36,0,-0.8,1.1,0.1,16904
Matt Capps,- - -,440,6,0,1,0,0,16.70%,50.00%,0,0.5,0.2,0.333,0.2,0.267,,61,0,-0.3,0.7,0.1,4788
Bailey Ober,MIN,20,2,0,0,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.44,,183,0,0.2,0.2,0.1,21224
Triston McKenzie,CLE,33,2,0,0,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.44,,183,0,0.2,0.2,0.1,18000
Seth Maness,- - -,253,14,0,0,0,0,0.00%,42.90%,0,0.375,0.214,0.214,0.214,0.191,,19,0,-1.4,1.4,0.1,12235
Jeff Fulchino,- - -,163,4,0,0,0,0,0.00%,25.00%,0.25,0.333,0.25,0.25,0.5,0.314,,95,0,0,0.4,0.1,3532
Alex Meyer,- - -,22,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.438,,181,0,0.2,0.2,0.1,12833
Garrett Whitlock,BOS,46,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.44,,179,0,0.2,0.2,0.1,20191
Derek Law,- - -,176,2,0,1,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.44,,188,0,0.2,0.2,0,13133
Carter Capps,- - -,129,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.44,,187,0,0.2,0.2,0,12803
Mike Parisi,STL,12,4,0,0,2,0,0.00%,25.00%,0.25,0.333,0.25,0.25,0.5,0.315,,90,0,-0.1,0.4,0,8070
Jake Thompson,PHI,31,33,0,1,0,0,3.00%,36.40%,0.071,0.25,0.143,0.172,0.214,0.17,,-3,0,-4.3,3.7,0,14371
Dietrich Enns,- - -,11,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.438,,178,0,0.2,0.2,0,13932
Oliver Drake,- - -,196,2,0,0,1,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.435,,188,0,0.2,0.2,0,8823
Sean Reid-Foley,- - -,33,6,0,0,0,0,33.30%,66.70%,0,0,0,0.333,0,0.231,,49,0,-0.4,0.7,0,17034
Julian Tavarez,- - -,186,6,0,0,0,0,16.70%,50.00%,0,0.5,0.2,0.333,0.2,0.268,,58,0,-0.3,0.6,0,541
Kris Benson,- - -,41,15,1,1,2,0,0.00%,26.70%,0.214,0.111,0.143,0.143,0.357,0.205,,11,0,-1.7,1.7,0,982
R.J. Alaniz,- - -,15,2,0,0,1,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.435,,175,0,0.2,0.2,0,10819
Shawn Camp,- - -,470,2,0,0,0,0,0.00%,0.00%,0,1,1,1,1,0.895,,193,0,0.2,0.2,0,1855
Jose Garcia,FLA,5,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.445,,172,0,0.2,0.2,0,3727
B.J. Rosenberg,PHI,57,4,0,0,1,0,0.00%,25.00%,0,0.5,0.333,0.333,0.333,0.295,,82,0,-0.1,0.4,0,7183
John Rheinecker,TEX,44,1,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0.737,,362,0,0.3,0.1,0,2165
Scott Linebrink,- - -,367,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.445,,184,0,0.2,0.2,0,564
Rick Porcello,- - -,355,48,0,1,5,0,0.00%,39.60%,0.044,0.308,0.178,0.178,0.222,0.174,,-1,0,-6.4,5.2,0,2717
Francisco Rodriguez,- - -,749,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.445,,195,0,0.2,0.2,0,1642
Marcus Stroman,- - -,186,99,1,9,2,1,4.00%,42.40%,0.067,0.174,0.101,0.14,0.169,0.138,,-16,0.2,-14.8,11.9,0,13431
Nick Margevicius,- - -,32,17,0,1,0,0,0.00%,41.20%,0,0.375,0.2,0.2,0.2,0.174,,4,0,-2.2,2.1,0,20395
Tim Dillard,MIL,73,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.448,,185,0,0.2,0.2,0,5518
Tim Wood,- - -,57,2,0,0,0,0,0.00%,0.00%,0,0.5,0.5,0.5,0.5,0.447,,176,0,0.2,0.2,0,3775
Jose Arredondo,- - -,214,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.445,,184,0,0.2,0.2,0,4722
Eric Hurley,TEX,5,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.448,,175,0,0.2,0.2,0,8364
Justin Bruihl,LAD,21,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.692,,343,0,0.3,0.1,0,23779
Matt Wise,- - -,104,2,0,0,0,0,0.00%,50.00%,0,1,0.5,0.5,0.5,0.448,,181,0,0.2,0.2,0,42
Jake Brentz,KCR,72,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.692,,352,0,0.3,0.1,0,17783
Anthony Ranaudo,- - -,20,10,1,1,1,0,0.00%,60.00%,0.3,0,0.1,0.1,0.4,0.201,,33,0,-0.9,1,0,11424
Randy Choate,- - -,508,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.687,,355,0,0.3,0.1,0,813
Robert Carson,NYM,31,1,0,1,0,0,100.00%,0.00%,0,0,0,1,0,0.69,,364,0,0.3,0.1,0,2570
Jason Garcia,BAL,21,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.687,,354,0,0.3,0.1,0,12143
J.J. Hoover,- - -,290,1,0,1,0,0,100.00%,0.00%,0,0,0,1,0,0.689,,354,0,0.3,0.1,0,9037
Jacob Barnes,- - -,229,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.693,,338,0,0.3,0.1,0,12323
Chris Flexen,- - -,58,19,0,0,0,0,0.00%,36.80%,0.056,0.273,0.167,0.167,0.222,0.165,,0,0,-2.4,2.3,0,13896
George Sherrill,- - -,392,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.701,,354,0,0.3,0.1,0,6291
Aaron Thompson,- - -,52,1,0,0,0,0,100.00%,0.00%,0,0,0,1,0,0.694,,359,0,0.3,0.1,0,999
Jose Veras,- - -,440,1,0,1,0,0,100.00%,0.00%,0,0,0,1,0,0.694,,359,0,0.3,0.1,0,2063
Jeff Brigham,MIA,37,5,0,1,0,0,0.00%,40.00%,0,0.5,0.25,0.25,0.25,0.22,,49,0,-0.3,0.6,0,16631
Cedrick Bowers,- - -,19,1,0,1,0,0,100.00%,0.00%,0,0,0,1,0,0.708,,338,0,0.3,0.1,0,3293
Jason Vargas,- - -,282,119,0,5,2,0,2.50%,33.60%,0.009,0.242,0.151,0.174,0.16,0.152,,-14,0,-17.6,14,0,8044
Bryan Bullington,- - -,25,4,0,1,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.299,,75,0,-0.1,0.4,0,5066
Seth McClung,- - -,131,31,0,2,0,0,0.00%,45.20%,0.037,0.385,0.185,0.185,0.222,0.179,,6,0,-3.9,3.3,0,1657
P.J. Conlon,NYM,3,3,0,1,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.293,,87,0,-0.1,0.4,0,18213
Joe Martinez,- - -,22,12,0,2,0,0,0.00%,16.70%,0.091,0.222,0.182,0.182,0.273,0.196,,20,0,-1.2,1.3,0,3935
Phil Bickford,- - -,58,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.293,,84,0,-0.1,0.4,0,18519
Kohl Stewart,- - -,21,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.293,,80,0,-0.1,0.4,0,15502
Cory Abbott,CHC,8,3,0,0,0,0,0.00%,33.30%,0,0.5,0.333,0.333,0.333,0.293,,80,0,-0.1,0.4,0,20277
Taylor Hill,WSN,9,3,0,0,0,0,0.00%,0.00%,0,0.333,0.333,0.333,0.333,0.297,,87,0,0,0.3,0,12515
Ryan Helsley,STL,87,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.29,,80,0,-0.1,0.4,0,18138
Cory Gearrin,- - -,337,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.293,,91,0,-0.1,0.3,0,7947
Chad Sobotka,ATL,50,3,0,0,0,0,0.00%,66.70%,0,1,0.333,0.333,0.333,0.293,,90,0,-0.1,0.4,0,17470
Denny Bautista,- - -,117,8,0,0,2,0,0.00%,50.00%,0,0.5,0.25,0.25,0.25,0.224,,35,0,-0.8,0.9,0,1947
Kirk Saarloos,- - -,77,6,0,1,2,0,0.00%,16.70%,0.2,0.25,0.2,0.2,0.4,0.251,,40,0,-0.5,0.6,0,1516
Clarke Schmidt,NYY,5,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.346,,121,0,0,0.2,0,19899
Reid Detmers,LAA,5,2,0,0,0,0,50.00%,50.00%,0,0,0,0.5,0,0.346,,119,0,0,0.2,0,27468
